"","other","surveil","adshex","squawk_1","name","reg"
"31",0,1,"A3798B",4231,"HUNTER AVIATION INTERNATIONAL INC","N323AX"
"32",0,1,"A37D42",4211,"HUNTER AVIATION INTERNATIONAL INC","N324AX"
"33",0,1,"A384B0",5104,"HUNTER AVIATION INTL INC","N326AX"
"34",0,1,"A3AF9E",0,"ANDERSON THOMAS DBA","N3368W"
"35",0,1,"A3E273",111,"FEDERAL AVIATION ADMINISTRATION","N35"
"36",0,1,"A467DE",1030,"NETJETS SALES INC","N383QS"
"37",0,1,"A4B52E",1200,"PIPER AIRCRAFT INC","N402MM"
"38",0,1,"A4CDA8",4704,,
"39",0,1,"A4E8BC",1200,"MILLER BIPLANE LLC","N415WW"
"40",0,1,"A4F17E",1200,"HARDING ROY A DBA","N4177R"
"41",0,1,"A4F784",5101,,
"42",0,1,"A4FB3C",5310,"CITY OF MESA ARIZONA","N42WB"
"43",0,1,"A4FB85",5323,"DYNAMIC AVLEASE INC","N42Z"
"44",0,1,"A51CA0",0,"DECK CLYDE E","N42866"
"45",0,1,"A51D3F",1200,"HURT JAMES R","N429BZ"
"46",0,1,"A536D6",1200,"SOUTHWEST AVIATION SOLUTIONS LLC","N435MT"
"47",0,1,"A56412",2451,"AVIATION SPECIALTIES INC","N4466A"
"48",0,1,"A565E6",5106,"ROOS GERHARDT PIETER","N447PC"
"49",0,1,"A58C0A",0,"MILES LAWRENCE W JR","N4569S"
"50",0,1,"A5DD36",4444,"PARACLETE AVIATION LLC","N477XP"
"51",0,1,"A5EB3B",0,"BLACK DIAMOND SOARING INC","N4802D"
"52",0,1,"A622EE",463,"AERO BROTHERS LLC","N495CS"
"53",0,1,"A63E52",5306,"CHAPARRAL AIR GROUP","N501GW"
"54",0,1,"A6666D",1506,,
"55",0,1,"A6918C",0,"UNIVERSITY OF NORTH DAKOTA","N522ND"
"56",0,1,"A6B545",0,"U S AIR FORCE SPECIAL OPERATIONS COMMAND","N531MP"
"57",0,1,"A6CF55",0,"UND AEROSPACE FOUNDATION","N538ND"
"58",0,1,"A7166F",0,,
"59",0,1,"A75E75",0,"UND AEROSPACE FOUNDATION","N574ND"
"60",0,1,"A76288",302,"WASHINGTON COUNTY","N575RW"
"61",0,1,"A7D925",230,"ORANGE COUNTY SHERIFFS DEPARTMENT RNSP","N6045C"
"62",0,1,"A7EA6C",5162,"WRIGHT TIMOTHY C","N609TW"
"63",0,1,"A826D3",3547,"US AIR FORCE SPECIAL OPERATIONS COMMAND","N624TS"
"64",0,1,"A8B1E4",0,"PARACLETE AVIATION LLC","N66AD"
"65",0,1,"A8B4E4",211,"RICKARDS AVIATION GROUP LLC","N660GW"
"66",0,1,"A996CB",0,"OHIO DEPARTMENT OF PUBLIC SAFETY","N717HP"
"67",0,1,"A99D8D",0,,
"68",0,1,"A99DE4",0,"HAUTE AIR LLC","N719ED"
"69",0,1,"A9AEC1",5134,"TWIN OTTER INTERNATIONAL LTD","N723AR"
"70",0,1,"A9DA21",1200,"C & R AIRCRAFT LLP","N734CH"
"71",0,1,"AA1A68",0,"MAXIM AVIATION LLC","N750DV"
"72",0,1,"AA1B9D",0,"M & M AVIATION LLC","N750SD"
"73",0,1,"AA2D66",1200,"AIRCRAFT LOGISTICS GROUP LLC","N755JB"
"74",0,1,"AAAFDE",0,"KENDZERSKI GARY D","N788SR"
"75",0,1,"AADE2C",0,"GABRIEL LOUIS R","N8LG"
"76",0,1,"AAE0FB",406,"DYNAMIC AVLEASE INC","N80R"
"77",0,1,"AAE65D",242,"SPOKANE TURBINE SKYDIVING LLC","N801JA"
"78",0,1,"AB30DD",206,"VERTICAL AIR INC","N820AB"
"79",0,1,"AB448D",325,"MASSACHUSETTS STATE POLICE","N825MM"
"80",0,1,"AB8123",0,,
"81",0,1,"ABA8EC",0,"MAXIM AVIATION LLC","N850SD"
"82",0,1,"ABF580",0,"DILKARA LEASING LLC","N87RM"
"83",0,1,"AC6D1E",0,"DYNAMIC AVLEASE INC","N90D"
"84",0,1,"AC6D8F",366,,
"85",0,1,"AC7485",276,"SKY TEAM AVIATION INC","N901ST"
"86",0,1,"AC783C",0,"SKY TEAM AVIATION INC","N902ST"
"87",0,1,"AC7B33",4224,"ARROWDATA LLC","N903KA"
"88",0,1,"ACC716",77,,
"89",0,1,"ACCAE3",0,"FRESNO COUNTY SHERIFFS DEPARTMENT","N923SD"
"90",0,1,"AD5BC7",0,"HOG SKIN AERO LLC","N96WF"
"91",0,1,"AD68DF",1206,"COUNTY OF LOS ANGELES","N963SD"
"92",0,1,"AD6AE4",131,"UMATILLA AVIATION INC","N9639F"
"93",0,1,"ADFE06",1631,,
"94",0.454545454545455,0.545454545454545,"A017EB",0,"P-1048 LLC","N105GP"
"95",0.454545454545455,0.545454545454545,"A01AD0",7240,"DWYER LAWRENCE WILLIAM","N10580"
"96",0.454545454545455,0.545454545454545,"A02884",0,"ROCKY MOUNTAIN FLIGHT CONSULTANTS LLC","N1090J"
"97",0.454545454545455,0.545454545454545,"A0288B",0,,
"98",0.454545454545455,0.545454545454545,"A03329",0,"AVION CAPITAL CORP","N1116W"
"99",0.454545454545455,0.545454545454545,"A03818",1200,"501 AVIATION LLC","N113HS"
"100",0.454545454545455,0.545454545454545,"A03EDC",0,"ALASKA CENTRAL EXPRESS INC","N115AX"
"101",0.454545454545455,0.545454545454545,"A04417",0,"AIR METHODS CORP","N116SK"
"102",0.454545454545455,0.545454545454545,"A0450C",0,"COLUMBIA LEASING LLC","N1161V"
"103",0.454545454545455,0.545454545454545,"A04D4A",1076,"BLUENOSE LLC","N1187T"
"104",0.454545454545455,0.545454545454545,"A054C7",0,"FB AIR LLC","N120MB"
"105",0.454545454545455,0.545454545454545,"A05D2B",1762,"STRATEGIC ORGANIZATIONAL MANAGEMENT LLC","N122WY"
"106",0.454545454545455,0.545454545454545,"A06131",0,"M&M MODAL LLC","N1230B"
"107",0.454545454545455,0.545454545454545,"A06685",4205,"LINSCOTT JEFFREY R","N125CP"
"108",0.454545454545455,0.545454545454545,"A06778",0,"NANO SOLAR LLC","N125NG"
"109",0.454545454545455,0.545454545454545,"A06A7E",4743,"FEDERAL EXPRESS CORP","N126FE"
"110",0.454545454545455,0.545454545454545,"A06B2F",3617,"FJR CONSULTING INC","N126NG"
"111",0.454545454545455,0.545454545454545,"A07663",0,"A POWELL LLC","N129NX"
"112",0.454545454545455,0.545454545454545,"A07CB3",5372,"OSCAR CHARLIE II LLC","N130RL"
"113",0.454545454545455,0.545454545454545,"A07CCD",1200,"WIDMAR ROY A","N130SM"
"114",0.454545454545455,0.545454545454545,"A083C4",7633,,
"115",0.454545454545455,0.545454545454545,"A0BB6",0,,
"116",0.454545454545455,0.545454545454545,"A0C4D1",0,"149HC LLC","N149HC"
"117",0.454545454545455,0.545454545454545,"A0CFEB",1051,,
"118",0.454545454545455,0.545454545454545,"A0D9AC",0,"GREAT LAKES AVIATION LTD","N154GL"
"119",0.454545454545455,0.545454545454545,"A0DCAB",3577,"CAMPBELL CATHERINE D","N1549N"
"120",0.454545454545455,0.545454545454545,"A105D1",0,,
"121",0.454545454545455,0.545454545454545,"A11002",7241,"SMITH JOSHUA C","N168GF"
"122",0.454545454545455,0.545454545454545,"A1180C",0,"SEVENBAR AVIATON LLC","N17NM"
"123",0.454545454545455,0.545454545454545,"A119CE",0,"GREAT LAKES AVIATION LTD","N170GL"
"124",0.454545454545455,0.545454545454545,"A12D10",0,"PALENQUE AIR LLC","N175PL"
"125",0.454545454545455,0.545454545454545,"A12F1D",0,"AIR KEMNA LLC","N1757R"
"126",0.454545454545455,0.545454545454545,"A1322A",1200,"WILLIS FREDERICK A","N1762W"
"127",0.454545454545455,0.545454545454545,"A14C07",1200,"TENSFELDT JON R","N183CD"
"128",0.454545454545455,0.545454545454545,"A16975",0,"US DEPARTMENT OF THE INTERIOR","N190PE"
"129",0.454545454545455,0.545454545454545,"A16A2E",0,"WELLS FARGO BANK NORTHWEST NA TRUSTEE","N190WQ"
"130",0.454545454545455,0.545454545454545,"A16C2C",0,"FREIGHT RUNNERS EXPRESS INC","N191CZ"
"131",0.454545454545455,0.545454545454545,"A16DE5",2170,,
"132",0.454545454545455,0.545454545454545,"A185BF",7311,"HULTMAN JAY PAUL","N1979"
"133",0.454545454545455,0.545454545454545,"A19360",0,"BEECH TRANSPORTATION INC","N200PZ"
"134",0.454545454545455,0.545454545454545,"A19B74",0,,
"135",0.454545454545455,0.545454545454545,"A19D3D",1200,"WATTS NICKY L","N203AW"
"136",0.454545454545455,0.545454545454545,"A19FC4",1200,"SIEGFRIED ROBERT W","N20318"
"137",0.454545454545455,0.545454545454545,"A1A2D3",0,"STATE OF WISCONSIN","N204W"
"138",0.454545454545455,0.545454545454545,"A1A4C9",0,"HYANNIS AIR SERVICE INC DBA","N205CA"
"139",0.454545454545455,0.545454545454545,"A1B05C",0,"GREAT LAKES AVIATION LTD","N208GL"
"140",0.454545454545455,0.545454545454545,"A1B861",0,"SEVEN BAR AVIATION LLC","N21NM"
"141",0.454545454545455,0.545454545454545,"A1B92E",1200,"RDB LEASING INC","N21WS"
"142",0.454545454545455,0.545454545454545,"A1BC40",0,"TUBULAR PRODUCTS OF TEXAS INC","N21027"
"143",0.454545454545455,0.545454545454545,"A1C6AA",0,,
"144",0.454545454545455,0.545454545454545,"A1CA61",0,,
"145",0.454545454545455,0.545454545454545,"A1DC39",0,"E2R LLC","N219PC"
"146",0.454545454545455,0.545454545454545,"A1FF05",0,"DG+AG LLC","N228DA"
"147",0.454545454545455,0.545454545454545,"A204EE",4202,"FLYING START AERO LLC","N2291C"
"148",0.454545454545455,0.545454545454545,"A22423",0,"GARDNER AVIATION LLC","N237ST"
"149",0.454545454545455,0.545454545454545,"A23CE3",0,"TEXAS DEPARTMENT OF PUBLIC SAFETY","N243TX"
"150",0.454545454545455,0.545454545454545,"A24AA1",0,"GREAT LAKES AVIATION LTD","N247GL"
"151",0.454545454545455,0.545454545454545,"A251B0",0,"JONES WILLIAM H JR","N249CR"
"152",0.454545454545455,0.545454545454545,"A26260",0,"MORROS INC","N2528D"
"153",0.454545454545455,0.545454545454545,"A26390",1200,"N285DC LLC","N253KM"
"154",0.454545454545455,0.545454545454545,"A27D58",0,"MCCREERY AVIATION CO INC","N26HE"
"155",0.454545454545455,0.545454545454545,"A27FBD",7314,"BILLINGS FLYING SERVICE INC","N260HS"
"156",0.454545454545455,0.545454545454545,"A28FCF",1042,"TAILWIND AVIATION GROUP LLC","N264WB"
"157",0.454545454545455,0.545454545454545,"A2C350",7321,"POVILAITIS CARL A","N2773T"
"158",0.454545454545455,0.545454545454545,"A2CC11",0,"UNITED STATES ARMY","N28EL"
"159",0.454545454545455,0.545454545454545,"A2E319",0,"CIOFFI LINDA M","N2851R"
"160",0.454545454545455,0.545454545454545,"A2E944",7361,"BANK OF UTAH TRUSTEE","N287PC"
"161",0.454545454545455,0.545454545454545,"A2F690",0,"FALCON AVIATION ACADEMY LLC","N290MC"
"162",0.454545454545455,0.545454545454545,"A2F9FD",3762,"DAHAPOV LLC","N291JD"
"163",0.454545454545455,0.545454545454545,"A2FAF8",0,,
"164",0.454545454545455,0.545454545454545,"A31153",0,"GREAT LAKES AVIATION LTD","N297UX"
"165",0.454545454545455,0.545454545454545,"A316F5",0,"AIR METHODS CORP","N299AM"
"166",0.454545454545455,0.545454545454545,"A318C1",0,"GREAT LAKES AVIATION LTD","N299UX"
"167",0.454545454545455,0.545454545454545,"A31BCF",0,"NORTH CAROLINA DEPT TRANSPORTATION","N3NC"
"168",0.454545454545455,0.545454545454545,"A31CA6",0,"CB LLC","N3WT"
"169",0.454545454545455,0.545454545454545,"A31E06",0,"COAST FLIGHT TRAINING AND MANAGEMENT INC","N30LU"
"170",0.454545454545455,0.545454545454545,"A34AA4",0,"TECHCORR BUSINESS SERVICES LLC","N311BC"
"171",0.454545454545455,0.545454545454545,"A34D18",4112,"AUNINS JOHN G","N3111W"
"172",0.454545454545455,0.545454545454545,"A36539",0,"DOLPHIN GROUP LLC","N318HA"
"173",0.454545454545455,0.545454545454545,"A3720E",1200,"VICTOR 321 LLC","N321AG"
"174",0.454545454545455,0.545454545454545,"A3820B",0,"METRO AVIATION INC","N325MW"
"175",0.454545454545455,0.545454545454545,"A38C24",6334,,
"176",0.454545454545455,0.545454545454545,"A39030",0,"WELLS FARGO BANK NORTHWEST NA","N329EN"
"177",0.454545454545455,0.545454545454545,"A39157",4616,"RNYC LLC","N329SH"
"178",0.454545454545455,0.545454545454545,"A39517",1200,"WYLLIE ASHTON RJ TRUSTEE","N33SS"
"179",0.454545454545455,0.545454545454545,"A3A23A",0,"PARADIS AIR HAWAII INC","N333PA"
"180",0.454545454545455,0.545454545454545,"A3AD35",7341,"U S AIR FORCE SPECIAL OPERATIONS COMMAND","N336MJ"
"181",0.454545454545455,0.545454545454545,"A3BBAB",0,"UNITED STATES GOVERNMENT","N34HG"
"182",0.454545454545455,0.545454545454545,"A3BD5D",0,"PENINSULA AIRWAYS INC","N340AQ"
"183",0.454545454545455,0.545454545454545,"A3C2FA",0,"GEOSOUTHERN ENERGY CORP","N341WA"
"184",0.454545454545455,0.545454545454545,"A3D01F",0,"VAN BORTEL AIRCRAFT INC","N345CM"
"185",0.454545454545455,0.545454545454545,"A3D114",503,,
"186",0.454545454545455,0.545454545454545,"A3DB18",0,"HAYSTACK AIR VENTURES LLC","N348AT"
"187",0.454545454545455,0.545454545454545,"A3E290",0,"PB&J OF FL LLC","N35BC"
"188",0.454545454545455,0.545454545454545,"A3E327",0,"AEROCARE MEDICAL TRANSPORT INC","N35HD"
"189",0.454545454545455,0.545454545454545,"A3E469",0,"MONTANA JET LLC","N35WA"
"190",0.454545454545455,0.545454545454545,"A3E69B",1200,"UNIVERSITY OF MIAMI","N350UM"
"191",0.454545454545455,0.545454545454545,"A3E88F",0,,
"192",0.454545454545455,0.545454545454545,"A3FB4A",0,"T ANTAYA LLC","N356CA"
"193",0.454545454545455,0.545454545454545,"A3FC4A",0,,
"194",0.454545454545455,0.545454545454545,"A418E8",0,"MANKIND AVIATION LLC","N363R"
"195",0.454545454545455,0.545454545454545,"A423EC",1200,"MILLER NEIL T","N366PS"
"196",0.454545454545455,0.545454545454545,"A42F08",0,"WELLS FARGO BANK NORTHWEST NA TRUSTEE","N369PH"
"197",0.454545454545455,0.545454545454545,"A42F16",0,"TURBO LEASE LLC","N369PX"
"198",0.454545454545455,0.545454545454545,"A43359",0,"PETER J MCBREEN AND ASSOCIATES INC","N37VM"
"199",0.454545454545455,0.545454545454545,"A45F89",0,"IFL GROUP INC","N381FL"
"200",0.454545454545455,0.545454545454545,"A47EAD",0,"STATE OF WISCONSIN","N389W"
"201",0.454545454545455,0.545454545454545,"A4A801",2307,"GIFFORD DAVID K","N4AT"
"202",0.454545454545455,0.545454545454545,"A4A820",2164,,
"203",0.454545454545455,0.545454545454545,"A4A90A",2232,"SUNDANCE AIRPORT FBO LLC","N4MH"
"204",0.454545454545455,0.545454545454545,"A4A97C",3454,"CHEYENNE AIR LLC","N4RX"
"205",0.454545454545455,0.545454545454545,"A4AEA7",6574,"ARTSPRET AVIATION LLC","N400WT"
"206",0.454545454545455,0.545454545454545,"A4B8AF",0,"CARNETT JOHN R","N403KH"
"207",0.454545454545455,0.545454545454545,"A4CE61",1255,"USDA FOREST SERVICE FEPP","N409DF"
"208",0.454545454545455,0.545454545454545,"A4D7FD",0,"DMR COMMUNICATIONS INC","N411BN"
"209",0.454545454545455,0.545454545454545,"A4DBD3",0,"MED FLIGHT LEASING LLC","N412CU"
"210",0.454545454545455,0.545454545454545,"A4E43D",0,"WRIGHTS WINGS LLC","N414NW"
"211",0.454545454545455,0.545454545454545,"A4E4F0",7372,"TUTINO MATTHEW E TRUSTEE","N414W"
"212",0.454545454545455,0.545454545454545,"A4EC28",0,"BEDFORD PARTNERS LLC","N416TW"
"213",0.454545454545455,0.545454545454545,"A4EF4A",0,"GLOBAL STORAGE PROPERTIES INC","N417MX"
"214",0.454545454545455,0.545454545454545,"A50048",2043,"ENVIRONMENTAL MANUFACTURING SOLUTIONS LTD","N421KS"
"215",0.454545454545455,0.545454545454545,"A5008D",7324,"RW TRANSPORTATION LLC","N421NL"
"216",0.454545454545455,0.545454545454545,"A520E0",0,"LINGG RICHARD A","N43BB"
"217",0.454545454545455,0.545454545454545,"A521D0",4031,"LIMA SIERRA INC","N43LS"
"218",0.454545454545455,0.545454545454545,"A53644",1173,,
"219",0.454545454545455,0.545454545454545,"A54B45",522,"CP&P TN INC","N440GT"
"220",0.454545454545455,0.545454545454545,"A54E5B",0,"AIRCRAFT GUARANTY CORP TRUSTEE","N441AG"
"221",0.454545454545455,0.545454545454545,"A54EC0",1200,"SURDEX CORP","N441EH"
"222",0.454545454545455,0.545454545454545,"A56266",1642,"INLAND LITHO INC","N446RH"
"223",0.454545454545455,0.545454545454545,"A56BDA",0,"FRANKUM AVIATION LLC","N4488W"
"224",0.454545454545455,0.545454545454545,"A584B4",4405,"UNITED STATES OF AMERICA","N455AE"
"225",0.454545454545455,0.545454545454545,"A58889",0,"GIBSON AIRCRAFT SALES INC","N456BK"
"226",0.454545454545455,0.545454545454545,"A5893A",0,"LANDMARK AVIATION SERVICES LLC","N456JM"
"227",0.454545454545455,0.545454545454545,"A598D3",0,"AUTOMATION SUPPORT INC DBA","N46SA"
"228",0.454545454545455,0.545454545454545,"A5A8C5",1602,"GOLD KEY AVIATION INC","N464DC"
"229",0.454545454545455,0.545454545454545,"A5C68C",0,"EAGLE FLYER IV LLC","N471TT"
"230",0.454545454545455,0.545454545454545,"A5C9B5",1255,"NEPTUNE AVIATION SERVICES INC","N472NA"
"231",0.454545454545455,0.545454545454545,"A5D034",1133,"UNIVERSITY OF CENTRAL MISSOURI","N474CM"
"232",0.454545454545455,0.545454545454545,"A5E6E7",702,"DOUBLE J AVIATION INC","N48GS"
"233",0.454545454545455,0.545454545454545,"A5ED02",0,"IHC HEALTH SERVICES INC","N481HC"
"234",0.454545454545455,0.545454545454545,"A60FB6",2124,"REDBIRD AIR LLC","N49WC"
"235",0.454545454545455,0.545454545454545,"A63645",0,"M7 AVIATION SERVICES LLC","N5LN"
"236",0.454545454545455,0.545454545454545,"A63703",6313,"R V STICH CONSTRUCTION INC","N5UC"
"237",0.454545454545455,0.545454545454545,"A63AA0",714,"HUGHES AEROSPACE CORP","N500HA"
"238",0.454545454545455,0.545454545454545,"A63DE4",0,"INFINITY & BEYOND LLC","N501CL"
"239",0.454545454545455,0.545454545454545,"A63E0D",0,"PRECISION HOLDINGS LLC","N501EB"
"240",0.454545454545455,0.545454545454545,"A63E7D",0,,
"241",0.454545454545455,0.545454545454545,"A6488E",0,"KEYSTONE AERIAL SURVEYS INC","N5038J"
"242",0.454545454545455,0.545454545454545,"A64DC8",0,"WATER WINGS LLC","N505P"
"243",0.454545454545455,0.545454545454545,"A658B8",0,,
"244",0.454545454545455,0.545454545454545,"A6627F",0,,
"245",0.454545454545455,0.545454545454545,"A66BCE",0,"PANAIR FLYING CLUB INC","N5124N"
"246",0.454545454545455,0.545454545454545,"A6709D",1704,"GALLISTEL DAN","N514DG"
"247",0.454545454545455,0.545454545454545,"A67182",0,"NEBRASKALAND AIR LLC","N514NL"
"248",0.454545454545455,0.545454545454545,"A68335",0,"BAXTER AIR LLC","N519DM"
"249",0.454545454545455,0.545454545454545,"A68426",2650,,
"250",0.454545454545455,0.545454545454545,"A685D9",0,"J & G ENTERPRISES LLC","N5194Y"
"251",0.454545454545455,0.545454545454545,"A68777",0,"FALCON AVIATION ACADEMY LLC","N52KA"
"252",0.454545454545455,0.545454545454545,"A68B75",4605,,
"253",0.454545454545455,0.545454545454545,"A6EB15",0,"SWING PLANE AVIATION LLC","N545G"
"254",0.454545454545455,0.545454545454545,"A6FFBB",3241,"GOEBEL GARY M","N550DE"
"255",0.454545454545455,0.545454545454545,"A70875",7127,,
"256",0.454545454545455,0.545454545454545,"A70DB5",3247,,
"257",0.454545454545455,0.545454545454545,"A715CF",0,"N556BA AIRCRAFT LEASING LLC","N556BA"
"258",0.454545454545455,0.545454545454545,"A72F85",0,"NATIVE AIR SERVICES INC","N562NA"
"259",0.454545454545455,0.545454545454545,"A73999",0,"JCK FLYING SERVICE INC","N565BC"
"260",0.454545454545455,0.545454545454545,"A76293",1456,"OSAGE AVIATION LLC","N575SG"
"261",0.454545454545455,0.545454545454545,"A77AE7",0,,
"262",0.454545454545455,0.545454545454545,"A784FA",0,"HOPPE AVIATION LLC","N584CD"
"263",0.454545454545455,0.545454545454545,"A79DC3",4671,,
"264",0.454545454545455,0.545454545454545,"A7A231",0,,
"265",0.454545454545455,0.545454545454545,"A7C757",6632,"DYKEMA CARL F","N600AZ"
"266",0.454545454545455,0.545454545454545,"A7C94A",0,"TAG AVIATION LLC","N600WY"
"267",0.454545454545455,0.545454545454545,"A7CD5F",7772,"JR VENTURES LLC","N6010S"
"268",0.454545454545455,0.545454545454545,"A7D1BA",4244,"HARRIS JOSEPH L","N6025F"
"269",0.454545454545455,0.545454545454545,"A7E45F",1200,"PASCALE ENGINEERING LLC","N6075Z"
"270",0.454545454545455,0.545454545454545,"A7EE06",2277,"PEEJAY VENTURES INC","N61SS"
"271",0.454545454545455,0.545454545454545,"A7F051",0,,
"272",0.454545454545455,0.545454545454545,"A80299",0,"BURNING BLUE LLC","N615PC"
"273",0.454545454545455,0.545454545454545,"A80C73",1200,"COLORADO MOUNTAIN FLYING LLC","N61798"
"274",0.454545454545455,0.545454545454545,"A812B5",0,,
"275",0.454545454545455,0.545454545454545,"A81438",3411,"ISLAND OUTREACH INC","N62DJ"
"276",0.454545454545455,0.545454545454545,"A81EFA",0,,
"277",0.454545454545455,0.545454545454545,"A83EAE",0,"CHG LLC","N630KS"
"278",0.454545454545455,0.545454545454545,"A8420A",530,,
"279",0.454545454545455,0.545454545454545,"A85905",0,"AIR METHODS CORP","N637PC"
"280",0.454545454545455,0.545454545454545,"A8708E",0,,
"281",0.454545454545455,0.545454545454545,"A88B66",7235,"KOOCHICK INC","N65LL"
"282",0.454545454545455,0.545454545454545,"A8EF91",0,"GSST LLC","N675PA"
"283",0.454545454545455,0.545454545454545,"A8F6FF",0,"TURBO LEASE LLC","N677PA"
"284",0.454545454545455,0.545454545454545,"A8F997",0,"JOYNER AVIATION LLC","N678BP"
"285",0.454545454545455,0.545454545454545,"A8FCE3",0,"DEWN AVIATION LLC","N6788C"
"286",0.454545454545455,0.545454545454545,"A9007F",0,"MARK TIME INC","N6797L"
"287",0.454545454545455,0.545454545454545,"A900DD",0,"FEDERAL AVIATION ADMINISTRATION","N68"
"288",0.454545454545455,0.545454545454545,"A90F76",1200,"MEGAIR VENTURES LLC","N683MG"
"289",0.454545454545455,0.545454545454545,"A91DE9",1200,"SOUTHERN JETS INC","N687HB"
"290",0.454545454545455,0.545454545454545,"A93D0F",1057,"RF SOLUTIONS LLC","N6948N"
"291",0.454545454545455,0.545454545454545,"A93E0A",2017,"VADNAIS KENNETH","N695HT"
"292",0.454545454545455,0.545454545454545,"A93E5D",0,"M2 AIRCRAFT MANAGEMENT LLC","N695MA"
"293",0.454545454545455,0.545454545454545,"A94FDF",0,"AUTOQUEST INFORMATION SERVICES INC","N7AC"
"294",0.454545454545455,0.545454545454545,"A954BF",1200,"BLISS ROBERT Z","N700BZ"
"295",0.454545454545455,0.545454545454545,"A95618",5147,"AIRCRAFT GUARANTY CORP TRUSTEE","N700RU"
"296",0.454545454545455,0.545454545454545,"A95641",0,"HIGH FLYERS LLC","N700TK"
"297",0.454545454545455,0.545454545454545,"A9567E",0,"CALM AIR AVIATION INC","N700VW"
"298",0.454545454545455,0.545454545454545,"A96E3A",0,"SHANE GROUP TRANSPORTATION LLC","N7067W"
"299",0.454545454545455,0.545454545454545,"A97FE7",2530,"MATRIX LEASING LLC","N711BK"
"300",0.454545454545455,0.545454545454545,"A98BBD",1200,"HAGUE ROBERT A","N714JM"
"301",0.454545454545455,0.545454545454545,"A98EBB",0,"JOHNSON COUNTY AVIATION GROUP LLC","N715BB"
"302",0.454545454545455,0.545454545454545,"A9A190",1200,"MALIBU AVIATION INC","N72DT"
"303",0.454545454545455,0.545454545454545,"A9A710",422,"WUERTZ WILLIAM J","N7208V"
"304",0.454545454545455,0.545454545454545,"A9A9FB",0,"I FLY PLANES LLC","N72121"
"305",0.454545454545455,0.545454545454545,"A9AB2F",0,"TR SUPPLY LLC","N722CC"
"306",0.454545454545455,0.545454545454545,"A9B351",0,"CLOUD NINE CORP","N724KH"
"307",0.454545454545455,0.545454545454545,"A9CA6C",0,"SIMS DAVID","N73TS"
"308",0.454545454545455,0.545454545454545,"A9CFAF",1665,"MARTIN RICK H","N731KM"
"309",0.454545454545455,0.545454545454545,"AA0B7F",0,"BARTELS RANDALL JOHN","N7462N"
"310",0.454545454545455,0.545454545454545,"AA20F9",1200,"S FLIGHT LLC","N7516Q"
"311",0.454545454545455,0.545454545454545,"AA2CCA",0,"WHITE EQUIPMENT CO","N755BW"
"312",0.454545454545455,0.545454545454545,"AA401F",0,"TVPX ARS INC TRUSTEE","N76KQ"
"313",0.454545454545455,0.545454545454545,"AA5C6F",1200,"RICHMOND TODD","N767KE"
"314",0.454545454545455,0.545454545454545,"AA6A2E",0,"APTERA AVIATION LLC","N770MV"
"315",0.454545454545455,0.545454545454545,"AA72DB",1761,,
"316",0.454545454545455,0.545454545454545,"AA8741",0,"FEDERAL EXPRESS CORPORATION","N778FE"
"317",0.454545454545455,0.545454545454545,"AAF14C",0,"FEDERAL EXPRESS CORP","N804FX"
